truncated_nat_7cb4140e283c8e67ca6a	nat_fb9c2dd13c55d0636bf5	23	35	98	9	35	6	32	1.93e-11	48.5
truncated_nat_7cb4140e283c8e67ca6a	nat_83028a3e0826e61bf382	22	35	120	6	35	12	43	3.29e-08	40.4
truncated_nat_7cb4140e283c8e67ca6a	nat_7417efad48a14c1555d4	19	35	113	5	35	10	40	1.38e-07	38.9
truncated_nat_7cb4140e283c8e67ca6a	nat_d4445ac643365af43707	18	35	111	11	35	10	34	3.43e-07	37.7
truncated_nat_7cb4140e283c8e67ca6a	nat_4679d56f6681435313d7	16	35	119	12	35	13	36	5.14e-07	37.4
truncated_nat_7cb4140e283c8e67ca6a	nat_cabdc6eb27bf25bd595f	21	35	115	1	35	3	30	1.43e-06	36.2
truncated_nat_7cb4140e283c8e67ca6a	nat_e8f1bfaee2fbaf8ab3a0	17	35	107	11	35	10	34	1.52e-06	36.2
truncated_nat_7cb4140e283c8e67ca6a	nat_9ecb68caf9b062eead15	21	35	114	1	35	1	41	1.74e-06	36.2
truncated_nat_7cb4140e283c8e67ca6a	nat_a7888708ef06ff429137	21	35	145	6	35	13	41	1.81e-06	36.2
truncated_nat_7cb4140e283c8e67ca6a	nat_216c871a89607e7b1e8c	17	35	107	12	35	10	34	2.10e-06	35.8
truncated_nat_7cb4140e283c8e67ca6a	nat_863aa5d511e9b0bd2124	18	35	112	6	35	9	40	4.10e-06	35.0
truncated_nat_7cb4140e283c8e67ca6a	nat_cbba243dc1613c0cb1fa	17	35	115	10	35	14	37	5.36e-06	34.7
truncated_nat_7cb4140e283c8e67ca6a	nat_78a9f4fc56b943558b47	20	35	115	1	35	1	34	6.76e-06	34.7
truncated_nat_7cb4140e283c8e67ca6a	nat_8c0f48ab1366fa010ded	18	35	118	8	35	13	37	7.60e-06	34.3
truncated_nat_7cb4140e283c8e67ca6a	nat_47f1a4ea07a3cb6c51c0	15	35	111	17	35	16	34	8.32e-06	34.3
truncated_nat_7cb4140e283c8e67ca6a	nat_7c3fe835f2de28872203	19	35	117	5	35	17	40	9.48e-06	34.3
truncated_nat_7cb4140e283c8e67ca6a	nat_023128e0df407b2417ae	14	35	115	19	35	21	37	9.78e-06	34.3
truncated_nat_7cb4140e283c8e67ca6a	nat_395ec35f14effdb2da3a	15	35	111	12	35	9	32	1.11e-05	33.9
truncated_nat_7cb4140e283c8e67ca6a	nat_61dc8856dc8fc8349d45	20	35	108	3	35	5	39	1.19e-05	33.9
truncated_nat_7cb4140e283c8e67ca6a	nat_ecb1c2738797f1742802	15	35	108	18	35	6	23	1.31e-05	33.5
truncated_nat_7cb4140e283c8e67ca6a	nat_42f645640533e9fbacdd	15	35	107	19	35	28	44	1.33e-05	33.5
truncated_nat_7cb4140e283c8e67ca6a	nat_7c3de3fe13342d4e92f5	20	35	117	3	35	13	35	1.38e-05	33.9
truncated_nat_7cb4140e283c8e67ca6a	nat_299ca2c9b99a9aadf54a	20	35	119	3	35	15	37	1.52e-05	33.5
truncated_nat_7cb4140e283c8e67ca6a	nat_109519c9021025e4fc63	15	35	117	19	35	18	34	1.64e-05	33.5
truncated_nat_7cb4140e283c8e67ca6a	nat_5f9abedf20fee61c54e6	14	35	101	19	35	13	29	1.70e-05	33.1
truncated_nat_7cb4140e283c8e67ca6a	nat_830632d521f3236a361b	18	35	116	10	35	9	35	1.73e-05	33.5
truncated_nat_7cb4140e283c8e67ca6a	nat_4e5681c6ec37761d7383	14	35	120	18	35	17	34	1.87e-05	33.5
truncated_nat_7cb4140e283c8e67ca6a	nat_43ad3fce3180fed29bdc	17	35	118	5	35	9	34	1.96e-05	33.5
truncated_nat_7cb4140e283c8e67ca6a	nat_fd4bf5387ee8f62ffaee	17	35	118	9	35	1	31	1.98e-05	33.5
truncated_nat_7cb4140e283c8e67ca6a	nat_d841fd9bd8b58bf592fe	14	35	111	18	35	17	34	2.11e-05	33.1
truncated_nat_7cb4140e283c8e67ca6a	nat_57ae02b5e430d2b2bc5a	14	35	116	18	35	17	34	2.11e-05	33.1
truncated_nat_7cb4140e283c8e67ca6a	nat_953542b6961a34556ee5	14	35	107	18	35	17	34	2.15e-05	33.1
truncated_nat_7cb4140e283c8e67ca6a	nat_38af8bf96acabf2df8a2	14	35	113	18	35	18	35	2.16e-05	33.1
truncated_nat_7cb4140e283c8e67ca6a	nat_cc9d0eca2af440c02e36	16	35	148	12	35	20	41	2.32e-05	33.5
truncated_nat_7cb4140e283c8e67ca6a	nat_3da05007aed6ad7ca03b	14	35	116	19	35	19	35	2.66e-05	33.1
truncated_nat_7cb4140e283c8e67ca6a	nat_4495866b5726ec2434b0	16	35	119	11	35	15	39	2.68e-05	33.1
truncated_nat_7cb4140e283c8e67ca6a	nat_277d97cec99a601f7659	14	35	112	18	35	18	35	2.78e-05	32.7
truncated_nat_7cb4140e283c8e67ca6a	nat_3c9e2709e4c61b19b096	16	35	120	11	35	16	40	2.79e-05	33.1
truncated_nat_7cb4140e283c8e67ca6a	nat_f41f39c57e294fe1a02f	14	35	110	10	35	7	32	3.02e-05	32.7
