truncated_nat_2d8e972f7b8e0b149992	nat_b0f226cab132da339d39	37	38	113	1	38	1	38	4.90e-23	78.6
truncated_nat_2d8e972f7b8e0b149992	nat_ff88219e90de45ec84dd	35	38	114	1	38	1	38	1.93e-21	74.3
truncated_nat_2d8e972f7b8e0b149992	nat_9a40b0d38d561f5c4a77	33	38	119	1	38	1	38	1.05e-19	70.1
truncated_nat_2d8e972f7b8e0b149992	nat_7bc4c8a6ef4aaf9c7db6	31	38	98	1	38	1	38	4.40e-19	68.2
truncated_nat_2d8e972f7b8e0b149992	nat_56a08e61cb35ab8bf932	30	38	100	1	38	1	38	1.78e-17	63.9
truncated_nat_2d8e972f7b8e0b149992	nat_3062abb6a6afc7917c3a	28	38	100	1	38	1	38	1.70e-16	61.6
truncated_nat_2d8e972f7b8e0b149992	nat_b06966010b381d82d4cd	28	38	100	1	38	1	38	3.21e-16	60.8
truncated_nat_2d8e972f7b8e0b149992	nat_0dbb7a6e5434eb973be2	27	38	111	1	38	1	38	7.80e-16	60.1
truncated_nat_2d8e972f7b8e0b149992	nat_7afd227c19d88f493be5	25	38	110	1	38	1	38	2.91e-14	56.2
truncated_nat_2d8e972f7b8e0b149992	nat_cabdc6eb27bf25bd595f	19	38	115	1	36	3	40	1.53e-06	36.2
truncated_nat_2d8e972f7b8e0b149992	nat_5147dbb10fa927c0ad55	17	38	117	4	37	13	46	1.76e-06	36.2
truncated_nat_2d8e972f7b8e0b149992	nat_a7260a5a6927c219450b	19	38	115	4	38	8	49	4.96e-06	35.0
truncated_nat_2d8e972f7b8e0b149992	nat_cd1a9ffb557d1157e46b	16	38	103	2	37	3	38	6.60e-06	34.7
truncated_nat_2d8e972f7b8e0b149992	nat_dfd554c04446a4377ab5	15	38	103	5	35	3	33	7.50e-06	34.3
truncated_nat_2d8e972f7b8e0b149992	nat_2f3087b5aa2a281ad976	16	38	112	7	35	3	31	7.71e-06	34.3
truncated_nat_2d8e972f7b8e0b149992	nat_1c790f352d60fc105062	15	38	105	5	35	3	33	8.65e-06	34.3
truncated_nat_2d8e972f7b8e0b149992	nat_423e7db658438d5646a8	15	38	105	5	35	3	33	9.12e-06	34.3
truncated_nat_2d8e972f7b8e0b149992	nat_68d2bce649ad98618d0c	16	38	248	7	38	16	48	9.21e-06	35.0
truncated_nat_2d8e972f7b8e0b149992	nat_d77f2785267c8b1305ed	15	38	100	5	35	3	33	9.30e-06	33.9
truncated_nat_2d8e972f7b8e0b149992	nat_44abe1cc1d8456dc6c46	16	38	126	5	37	11	43	9.72e-06	34.3
truncated_nat_2d8e972f7b8e0b149992	nat_f41f39c57e294fe1a02f	16	38	110	5	36	11	42	1.08e-05	33.9
truncated_nat_2d8e972f7b8e0b149992	nat_1af65d71957f5cb92049	18	38	112	1	35	1	35	1.20e-05	33.9
truncated_nat_2d8e972f7b8e0b149992	nat_52cf8d3cb8c8f1b32edb	17	38	103	6	38	8	41	1.56e-05	33.5
truncated_nat_2d8e972f7b8e0b149992	nat_3f0807141c190c600235	14	38	120	11	38	20	47	1.57e-05	33.9
truncated_nat_2d8e972f7b8e0b149992	nat_99b0e6ac4f74262c1bb2	16	38	105	1	35	1	35	2.43e-05	33.1
truncated_nat_2d8e972f7b8e0b149992	nat_b297046d38f89c457aeb	15	38	107	4	37	7	40	2.54e-05	33.1
truncated_nat_2d8e972f7b8e0b149992	nat_17858e67067c36a2a936	15	38	100	6	35	4	33	2.88e-05	32.7
truncated_nat_2d8e972f7b8e0b149992	nat_42f645640533e9fbacdd	18	38	107	4	37	23	55	2.97e-05	32.7
truncated_nat_2d8e972f7b8e0b149992	nat_54bba105484c79f2fd90	16	38	118	11	35	8	32	2.97e-05	33.1
truncated_nat_2d8e972f7b8e0b149992	nat_ac61932baba86c9a492c	16	38	104	11	38	13	41	3.06e-05	32.7
truncated_nat_2d8e972f7b8e0b149992	nat_650d9a7fc14a1c8678c8	16	38	118	9	35	8	34	3.07e-05	33.1
truncated_nat_2d8e972f7b8e0b149992	nat_98c17a9a67d3ec5e7355	16	38	106	4	37	10	46	3.30e-05	32.7
truncated_nat_2d8e972f7b8e0b149992	nat_2d6ae3851377c5ea8190	17	38	116	7	38	21	53	3.34e-05	32.7
truncated_nat_2d8e972f7b8e0b149992	nat_8cd52de919d22e5b2f70	16	38	113	9	35	8	34	3.68e-05	32.7
truncated_nat_2d8e972f7b8e0b149992	nat_00f078f1a0eafd9ea851	15	38	110	9	35	6	32	3.88e-05	32.7
truncated_nat_2d8e972f7b8e0b149992	nat_485a8f2cb7e24fa53ea0	16	38	114	9	35	8	34	3.96e-05	32.7
truncated_nat_2d8e972f7b8e0b149992	nat_8cfb15257dddaf933d66	16	38	112	4	37	8	44	3.96e-05	32.7
truncated_nat_2d8e972f7b8e0b149992	nat_3b723aaeacc6bb57b98b	17	38	107	9	37	7	35	4.08e-05	32.3
truncated_nat_2d8e972f7b8e0b149992	nat_7cb108de86cc479cc796	17	38	89	9	37	4	32	4.51e-05	32.0
truncated_nat_2d8e972f7b8e0b149992	nat_6e6ce758d8c4852aa4fa	14	38	108	5	35	3	33	4.54e-05	32.3
truncated_nat_2d8e972f7b8e0b149992	nat_38b618e8937e5e5e698b	16	38	113	4	37	8	43	4.64e-05	32.3
truncated_nat_2d8e972f7b8e0b149992	nat_efd26199102e35f9b478	14	38	69	5	35	2	32	5.10e-05	31.6
truncated_nat_2d8e972f7b8e0b149992	nat_fb9c2dd13c55d0636bf5	17	38	98	4	37	7	43	5.21e-05	32.0
truncated_nat_2d8e972f7b8e0b149992	nat_ad7c1bb463ca288e04ea	14	38	103	1	37	7	43	5.30e-05	32.0
truncated_nat_2d8e972f7b8e0b149992	nat_4d0d1af8c6b377ed553a	18	38	105	1	37	1	47	5.43e-05	32.0
truncated_nat_2d8e972f7b8e0b149992	nat_758a833afecd8f1c3406	16	38	113	4	37	8	44	5.67e-05	32.3
truncated_nat_2d8e972f7b8e0b149992	nat_ce958cc38501a37e45ae	16	38	116	1	35	1	35	6.08e-05	32.0
truncated_nat_2d8e972f7b8e0b149992	nat_d56b0aa5e7ed5400a27e	15	38	112	1	37	7	43	6.23e-05	32.0
truncated_nat_2d8e972f7b8e0b149992	nat_3ed9bc4471e8c5d8a73f	14	38	105	5	35	3	33	6.29e-05	32.0
truncated_nat_2d8e972f7b8e0b149992	nat_35cbbb25f10deebd7391	18	38	120	1	35	1	31	7.22e-05	32.0
truncated_nat_2d8e972f7b8e0b149992	nat_7cb4140e283c8e67ca6a	17	38	106	4	37	10	46	7.30e-05	32.0
truncated_nat_2d8e972f7b8e0b149992	nat_a0ad89f4e1861fd114d4	16	38	111	1	37	7	43	7.38e-05	32.0
truncated_nat_2d8e972f7b8e0b149992	nat_c8e916c7b41a8a9952b3	15	38	110	2	37	15	50	7.46e-05	32.0
truncated_nat_2d8e972f7b8e0b149992	nat_2593b683bc69e42309bf	16	38	111	1	35	1	34	7.94e-05	32.0
truncated_nat_2d8e972f7b8e0b149992	nat_a58d5e6d6e3756336d95	16	38	99	6	37	5	36	8.69e-05	31.6
truncated_nat_2d8e972f7b8e0b149992	nat_9347e512b923af873132	14	38	108	6	35	4	33	9.81e-05	31.6
